UnitId,GeographicArea,Gacc,WildlandRole,UnitType,Department,Agency,Parent,Country,State,Code,Name,OrgCode,Address,Phone,Email,Started,Modified
USCAKLA,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KLA,Klamath Fire Protection District,,16081 Redwood Hwy  Klamath California 95548,7074823311,,,20161107
USCAKLR,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KLR,Klamath River Volunteer Fire Company,,30330 Walker RD  Klamath River California 96050,5304963546,,,20161121
USCAKLS,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KLS,Kelseyville Fire Protection District,,"4020 Main ST, POB 306  KELSEYVILLE California 95451",7072794268,,,20161107
USCAKNF,CA,USCAONCC,Incident Host Geographic,US Federal,USDA,FS,,US,CA,KNF,Klamath National Forest,,1809 Fairlane Road  Yreka California 96097,5308423380,,,20160503
USCAKNG,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,KNG,Kingsburg Fire Department,,   California ,,,20050525,20050525
USCAKNI,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KNI,Knights Landing Fire Protection District,,"42115 Sixth ST, POB 578  KNIGHTS LANDING California 95645",5307356409,,,20180701
USCAKNP,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,NPS,,US,CA,KNP,Sequoia & Kings Canyon National Parks,,47050 Generals Highway  Three Rivers California 93271,5595653341,,,20160310
USCAKNT,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KNT,Kentfield Fire Protection District,,1004 Sir Francis Drake BLVD  Kentfield California 94904,4154537464,,,20161107
USCAKNV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KNV,Knights Valley Volunteer Fire Department,,16850 Spencer Ln  Calistago California 94515,7079424777,,,20161107
USCAKRCC,CA,USCAOSCC,Dispatch/Coordination Center,US County/Local,CA,CDF,,US,CA,KRCC,Kern County Emergency Command Center,,2601 Panorama Dr  Bakersfield California 93306,6613246551,,,20180621
USCAKRK,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KRK,Kirkwood Volunteer Fire Department,,"40 Loop RD, POB 176  Kirkwood California 95646",2092584444,,,20161107
USCAKRN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,KRN,Kern County Fire Department,,   California ,,,,20030331
USCAKRR,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,KRR,Kern National Wildlife Refuge,FF08RKRN00,"PO Box 60, Delano, CA 93216   California ",661-725-2767,,20100912,20121020
USCAKTA,CA,USCAONCC,Incident Host Geographic,Tribe,,,,US,CA,KTA,Karuk Tribe of California,Siskiyou County,64236 Second Ave POB 1016 Happy Camp California 96039,8.00505E+12,www.karuk.us,20050202,20160322
USCAKWD,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KWD,Kenwood Fire Protection District,,"9045 Sowoma HWY, POB 249  Kenwood California 95452",7078332042,,,20161107
USCALAAQ,CA,USCAOSCC,Incident Host Geographic,US Federal,DOD,USAF,,US,CA,LAAQ,Los Angeles Air Force Base,,483 N Aviation Blvd  Los Angeles AFB California 90245,3106531110,,20170718,20170718
USCALAB,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LAB,Laguna Beach Fire Department,,   California ,,,20050527,20050527
USCALAC,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LAC,Los Angeles County Fire Department,,   California ,,,,20030331
USCALACC,CA,USCAOSCC,Dispatch/Coordination Center,US County/Local,CA,C&L,,US,CA,LACC,Los Angeles County Command Center,,   California ,,,,20050503
USCALAP,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LAP,Livermore-Pleasanton Fire Department,,3560 Nevada St  Pleasanton California 94566,9254542361,,,20161107
USCALAQ,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LAQ,La Quinta Fire Department,,   California ,,,20070914,20070914
USCALAT,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LAT,Laton Fire Department,,   California ,,,20050525,20050525
USCALAV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LAV,Lake Valley Fire Protection District,,"2211 Keetak ST,  South Lake Tahoe California 96150",5305773737,,,20161107
USCALBL,CA,USCAONCC,Incident Host Geographic,US Federal,DOE,DOE,,US,CA,LBL,Lawrence-Berkeley Lab Fire Department,,1 Cyclotron Road Bldg. 48  Berkeley California 94720,5106183490,,,20161107
USCALBN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LBN,Los Banos Volunter Fire Department,,   California ,,,20050526,20050526
USCALBOR,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,BOR,,US,CA,LBOR,South-Central California Area Office,,1243 N. Street  Fresno California 93721,5594875116,,20170201,20170214
USCALCC,CA,USCAOSCC,Incident Host Geographic,US State,CA,OES,,US,CA,LCC,Lytle Creek Station 20,,3800 Sierra Way San Bernardino CA 92405   California ,(909)881-6900,,20130308,20130308
USCALCI,CA,USCAOSCC,Incident Host Geographic,US State,CA,OES,,US,CA,LCI,"Federal Correctional Complex, Fire Department",,"3901 Klein Blvd., Lompoc CA 93436   California ",(805) 735-2771 x3380,,20130309,20130321
USCALEE,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LEE,Lee Vining Volunteer Fire Protection District,,55 Mattly Avenue  Lee Vining California 93541,7606476400,,20050503,20180621
USCALEG,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LEG,Legget Valley Fire Department,Mendocino Co.,"65550 S Drive Through Tree RD., POB 191  Legget California 95585",7079256334,,20041216,20161107
USCALEM,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LEM,Lemoore Volunteer Fire Department,,   California ,,,20050525,20050525
USCALEW,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LEW,Lewiston Volunteer Fire Department,,200 Texas Ave  Lewiston California 96052,5307783711,,,20161107
USCALFD,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LFD,Los Angeles Fire Department,,200 North Main Street 16th floor  Los Angeles California 90012,2139783800,,20050526,20180621
USCALFP,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LFP,Lockwood Fire Protection District,,"23141 Shakeridge, POB 221  Volcano California 95689",2092965122,,,20161107
USCALFV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LFV,Lake Forest Volunteer Fire Department,,25440 N Eunice Ave  Acampo California 95220,2093697474,,,20161107
USCALGV,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LGV,Lemon Grove Fire Department,,   California ,,,20050527,20050527
USCALHB,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LHB,La Habra Fire Department,,   California ,,,20050527,20050527
USCALHH,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LHH,La Habra Heights Fire Department,,   California ,,,,20030331
USCALIB,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,LIB,Liberty Rural Fire Protection District,,24124 North Bruella Road  Acampo California 95220,2093391329,lib12@softcom.net,20151218,20151218
USCALIK,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LIK,Likely Fire Protection District,,POB 515  Likely California 96116,5302334817,,,20161107
USCALJR,CA,USCAOSCC,Resource Provider Only,US County/Local,CA,C&L,,US,CA,LJR,La Jolla Reservation Fire Department,,43 Harolds Road La Jolla Reservation  Pauma Valley California 92061,7607422020,wesley.ruisejr@lajolla-nsn.gov,20150317,20150317
USCALKC,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LKC,Lake City Fire Protection District,"Modoc County, Thos. Bros. 160",P.O. Box 502  Lake City California 96115,5302796364,,20060508,20161107
USCALKP,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LKP,Lakeport Fire Department,,445 N Main St  Lakeport California 95453,7072634396,,,20161107
USCALKR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,LKR,Lower Klamath National Wildlife Refuge,FF08RLKL00,4009 Hill Road  Tulelake California 96134,5306672231,r8kbwebmaster@fws.gov,,20160322
USCALKS,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LKS,Lakeside Fire Protection District,,12216 Lakeside Ave  Lakeside California 92040,6193902350,,20050527,20180621
USCALKV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LKV,Lakeville Volunteer Fire Department,,5090 Lakeville HWY  Petaluma California 94954,7077622005,,,20161107
USCALLK,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LLK,Lower Lake Fire Protection District,Merged with CA-LSH 6/2006,13044 Highway 29  Lower Lake California 95457,7079942441,,,20161107
USCALLL,CA,USCAONCC,Incident Host Geographic,US Federal,DOE,DOE,,US,CA,LLL,Lawrence-Livermore National Lab Fire Department,,"7000 E L-388 Ave, POB 808  Livermore California 94550",9254221100,,,20161107
USCALMD,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,LMD,Lathrop-Manteca Fire Protection District,,800 East J Street  Lathrop California 95330,2099415100,barriola@imfire.org,20151218,20151218
USCALMF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LMF,Loomis Fire Protection District,,"5840 Horseshoe Bar, POB 606  Loomis California 95650",9166526813,,,20161107
USCALMP,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LMP,Lompoc Fire Department,,   California ,,,20050527,20050527
USCALMS,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LMS,La Mesa Fire Department,,   California ,,,20050527,20050527
USCALMU,CA,USCAONCC,Incident Host Geographic,US State,,,,US,CA,LMU,Lassen-Modoc Unit,,345 Highway 36  Susanville California 96130,5302574171,,,20161107
USCALNA,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LNA,Linda Fire Protection District,Yuba Co.,1286 Scales AVE  Marysville California 95901,5307411553,,,20161107
USCALNC,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LNC,Lincoln Fire Department,Placer Co.,126 Joiner Pkwy  Lincoln California 95648,9164342415,,,20161107
USCALNCC,CA,USCAONCC,Dispatch/Coordination Center,US State,,,,US,CA,LNCC,Lake Napa Command Center,,1199 Big Tree Rd  Saint Helena California 94574,7079671400,,,20161107
USCALNF,CA,USCAONCC,Incident Host Geographic,US Federal,USDA,FS,,US,CA,LNF,Lassen National Forest,Lassen Co.,2550 Riverside Ave  SUSANVILLE California 96130,5302575575,http ;//www.r5.fs.us/lassen/fire/,,20160322
USCALNG,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LNG,Long Valley Volunteer Fire Department,Plumas Co.,"58880 HWY 70, POB 30226  Cromberg California 96103",5308362550,,,20161107
USCALNK,CA,USCAONCC,Fire/Radio Caches,US Federal,USDA,FS,,US,CA,LNK,Lassen National Forest Interagency Cache,506,2550 Riverside Drive  Susanville California 96130,5302575575,,20060627,20160322
USCALNP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,CA,LNP,Lassen Volcanic National Park,,PO Box 100  Mineral California 96063,5305954480,,,20160328
USCALNS,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LNS,Lindsay Fire Department,,   California ,,,20050527,20050527
USCALNU,CA,USCAONCC,Incident Host Geographic,US State,,,,US,CA,LNU,Sonoma-Lake Napa Unit,,1345 Wooden Valley Cross Rd  Napa California 94558,7074282050,,,20161107
USCALOB,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LOB,Long Beach Fire Department,,   California ,,,20050526,20050526
USCALOD,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LOD,Lodi Fire Department,San Joaquin Co. South Ops!,210 W Elm St  Lodi California 95240,2093336735,,,20161107
USCALOL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LOL,Loleta Fire Protection District,,567 Park St  Loleta California 95551,7077335407,,,20161107
USCALOM,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LOM,Loma Linda Fire Department,,   California ,,,20050503,20050503
USCALOO,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LOO,Lookout Fire Protection District,,108 Center St  Adin California 96006,5302994700,,,20161107
USCALOS,CA,USCAOSCC,Incident Host Geographic,US Federal,DOD,USAF,,US,CA,LOS,Los Alamitos Joint Forces Training Base Fire Department,,"11200 Lexington Dr Los Alamitos, CA 90720   California ",(562) 795-1016,,20050527,20140325
USCALOXW,CA,USCAOSCC,Incident Host Geographic,US Federal,DOC,NWS,,US,CA,LOXW,Los Angeles/Oxnard Weather Forcast Office,,520 N. Elevar Street Qxnard CA 93030   California ,(805) 988-6626,,20061120,20130321
USCALOY,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LOY,Loyalton Fire Department,Sierra County,"206 Front St., POB 128  Loyalton California 96118",5309936751,,,20161107
USCALPCC,CA,USCAOSCC,Dispatch/Coordination Center,US Federal,USDA,FS,,US,CA,LPCC,Los Padres Communication Center,,   California ,,,20050503,20050503
USCALPE,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,LPE,Linden-Peters Fire Protection District,,17725 E. Hwy 26  Linden California 95236,2098873710,lpfd@sjgov.org,20151218,20151218
USCALPF,CA,USCAOSCC,Incident Host Geographic,US Federal,USDA,FS,,US,CA,LPF,Los Padres National Forest,,   California ,,,,20080201
USCALPN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LPN,Lone Pine Volunteer Fire Department,,   California ,,,20060510,20060510
USCALPR,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LPR,La Porte Fire Protection District,Yuba Co.,"2181 Cedar St, POB 259  La Porte California 95981",5306752557,,,20161107
USCALRB,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LRB,Loma Rica-Browns Valley Community Service District,Yuba Co.,11485 Loma Rica Rd  Marysville California 95901,5307410755,,,20161107
USCALSH,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LSH,Lake County Fire Protection District,Merged with CA-LLK 6/2006,14815 Olympic DR  Clearlake California 95422,7079942170,,,20161107
USCALSK,CA,USCAOSCC,Fire/Radio Caches,Interagency,,,,US,CA,LSK,Southern California Incident Support Cache,,1310 S Cucamonga Ave  Ontario California 91761-6391,9099303208,,,20180621
USCALSN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LSN,Lake Elsinore Fire Department,,   California ,,,20070914,20070914
USCALST,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LST,Lake Shastina Community Services District,,16309 Everhart DR  Weed California 96094,5308427066,,,20180701
USCALSW,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LSW,Lower Sweetwater Fire Protection Department,,   California ,,,20070914,20070914
USCALTB,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LTB,Latrobe Fire Protection District,El Dorado Co.,7660 S. Shingle Road  Shingle Springs California 95682,5306776366,,,20161107
USCALTL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LTL,Little Lake Fire Protection District,Mendocino Co.,74 E Commercial St  Willits California 95490,7074596271,,,20161107
USCALUR,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,LUR,San Luis National Wildlife Refuge,FF08RSNL00,"PO Box 2176, Los Banos, CA 93635   California ",209-826-3508,,20100912,20121020
USCALVF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LVF,Long Valley Fire Protection District,,3605 Crowley Lake DR  Crowley Lake California 93546,7609354545,,,20161107
USCALVG,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LVG,Livingston Fire Department,,   California ,,,20050526,20050526
USCALVL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LVL,Long Valley Fire Department,Plumas Co.,"5880 HWY 70, POB 30226  Cromberg California 96103",5308362550,,,20161107
USCALVN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LVN,La Verne Fire Department,,   California ,,,,20030331
USCALVV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,LVV,Little Valley Community Service District,Lassen Co.,653-305 Seymour Dr  Little Valley California 96056,5303366111,,,20161107
USCALYN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,LYN,Lynwood Fire Department,,   California ,,,20050526,20050526
USCAMAB,CA,USCAOSCC,Incident Host Geographic,US Federal,DOD,USAF,,US,CA,MAB,March Air Reserve Base,,"452nd AMW Public Affairs 895 Baucom Ave SE (Bldg 317) March ARB, CA 92518   California ",(951) 655-4138,,20050527,20140115
USCAMAD,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,MAD,Madeline Fire Protection District,,P.O. Box 98  Madeline California 96119,5302341054,,,20161107
USCAMAF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,MAF,Sacramento International Airport Fire Department,,6900 Airport Blvd  Sacramento California 95837,9169295411,,,20161107
USCAMAM,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,MAM,Mammoth Lakes Fire Department,,   California ,,,20050503,20050503
USCAMAN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,OES,,US,CA,MAN,Mantca Fire Department,,   California ,,,,20030927
USCAMAR,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,MAR,Marina Department of Public Service,,   California ,,,20050516,20050603
USCAMAX,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,MAX,Maxwell Fire Protection District,Colusa Co.,"231 W Oak St., POB 651  Maxwell California 95955",5304382320,,,20161107
USCAMAY,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,MAY,Marysville Fire Department,Yuba Co.,107 9th St  Marysville California 95901,5307416622,,,20161107
USCAMCA,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,MCA,McArthur Volunteer Fire Department,,44283 HIghway 299 E  McAurthur California 96056,5303365026,,,20161107
USCAMCB,CA,USCAOSCC,Incident Host Geographic,US Federal,DOD,USN,,US,CA,MCB,Marine Corps Logistics Base Fire Department,,"Box110130, Barstow, CA 92311   California ",(760) 577-6430,,20050503,20140115
USCAMCC,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,MCC,Mid-Coast Fire Brigade,,   California ,,,20050516,20050517
USCAMCF,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,MCF,Monterey County Regional Fire District,,19900 Portola Drive Salinas CA 93908   California ,831-455-1828,dsargentimc@gmail.com,20110106,20110506
USCAMCL,CA,USCAONCC,Incident Host Geographic,US Federal,DOD,USAF,,US,CA,MCL,McClellan Air Force Base Fire Department,,3429 Freedom Park Dr  North Highlands California 95660,9163383566,,,20161107
USCAMCP,CA,USCAOSCC,Incident Host Geographic,US Federal,DOD,,,US,CA,MCP,Camp Pendleton Marine Corps Base,,   California ,,,,20030331
USCAMCR,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,MCR,Merced National Wildlife Refuge,FF08RMER00,"PO Box 2176, Los Banos, CA 93635   California ",209-826-3508,,20100912,20130123
USCAMCT,CA,USCAOSCC,Incident Host Geographic,US Federal,DOD,USN,,US,CA,MCT,Combat Center Fire Department,,"COMBAT CENTER FIRE DEPARTMENT P.O. Box 6004, MAGTFTC Twentynine Palms, Ca. 62278-6004   California ",(760) 830-5239,,20070914,20140115
USCAMCU,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,MCU,McCloud Fire Department,,"319 Tucci Ave., POB 640  McCloud California 96057",5309642422,,,20161107
